Descricao,Valor
ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO SUPERIOR,"230,37"
ARTRODESE DE PEQUENAS ARTICULACOES,"213,79"
ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS,"2.166,29"
ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS,"2.166,29"
ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS,"2.166,29"
ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL,"1.883,27"
ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR,"1.554,00"
ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR,"1.554,00"
ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR,"1.554,00"
ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR,"1.554,00"
ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR,"1.554,00"
ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR,"1.554,00"
ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS,"1.720,27"
ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NIVEL,"1.722,29"
"ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,","2.781,70"
ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS,"2.781,70"
ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRES NIVEIS,"2.781,70"
ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NIVEL,"1.722,37"
"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS,","2.781,70"
"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,","2.781,70"
"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS,","2.781,70"
"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,","2.781,70"
ARTROGRAFIA,"45,34"
ARTROPLASTIA DA ARTICULACAO TEMPORO-MANDIBULAR (RECIDIVANTE OU NAO),"363,33"
ARTROPLASTIA DE ARTICULACAO DA MAO,"316,48"
ARTROPLASTIA DE CABECA DO RADIO,"282,66"
ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL),"1.602,18"
ARTROPLASTIA DE PUNHO,"246,43"
ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL),"1.635,27"
ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO,"1.104,38"
ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES,"268,41"
ARTROPLASTIA DE REVISAO OU RECONSTRUCAO DO QUADRIL,"1.678,87"
ARTROPLASTIA ESCAPULO-UMERAL (NAO CONVENCIONAL),"592,14"
ARTROPLASTIA ESCAPULO-UMERAL PARCIAL,"613,35"
ARTROPLASTIA ESCAPULO-UMERAL TOTAL,"592,14"
ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISAO / RECONSTRUCAO,"597,80"
ARTROPLASTIA PARCIAL DE QUADRIL,"1.570,66"
ARTROPLASTIA TOTAL DE CONVERSAO DO QUADRIL,"1.916,09"
ARTROPLASTIA TOTAL DE COTOVELO,"494,93"
ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO),"402,58"
ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO,"1.541,34"
ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,"1.154,84"
ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA,"1.635,27"
ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA,"1.214,72"
ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO,"1.154,84"
ASSISTENCIA AO PARTO SEM DISTOCIA,"0,00"
ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA ATENCAO ESPECIALIZADA,"18,29"
ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL.,"0,00"
ASSISTENCIA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,"0,00"
ASSISTENCIA DOMICILIAR TERAPEUTICA MULTIPROFISSIONAL EM HIV/AIDS (ADTM),"18,29"
ATENCAO AS SITUACOES DE CRISE,"0,00"
ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR,"17,67"
ATENDIMENTO / ACOMPANHAMENTO EM REABILITACAO NAS MULTIPLAS DEFICIENCIAS,"7,71"
ATENDIMENTO A DENUNCIAS/RECLAMACOES,"0,00"
ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS,"66,47"
ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES,"74,75"
ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS,"73,72"
ATENDIMENTO AO RECEM-NASCIDO NO MOMENTO DO NASCIMENTO,"55,20"
ATENDIMENTO CLINICO PARA INDICACAO E FORNECIMENTO DO DIAFRAGMA UTERINO,"0,00"
ATENDIMENTO DE ADOLESCENTES EM CUMPRIMENTO DE MEDIDAS SOCIOEDUCATIVAS,"0,00"
ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS,"0,00"
ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA,"12,47"
ATENDIMENTO DE URGENCIA EM ATENCAO BASICA,"0,00"
ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA,"11,00"
ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM OBSERVACAO ATE 8 HORAS,"0,00"
ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM REMOCAO,"0,00"
ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO,"279,96"
ATENDIMENTO DE URGENCIA EM PEQUENO QUEIMADO,"0,00"
ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENCAO PSICOSSOCIAL E/OU FAMILIARES,"0,00"
ATENDIMENTO EM GERIATRIA (1 TURNO),"21,98"
ATENDIMENTO EM GERIATRIA (2 TURNOS),"25,03"
ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,"0,00"
ATENDIMENTO EM GRUPO NA ATENCAO PRIMARIA,"0,00"
ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL,"6,11"
ATENDIMENTO EM OFICINA TERAPEUTICA I PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA),"6,66"
ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL,"23,16"
ATENDIMENTO EM OFICINA TERAPEUTICA II PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA),"25,24"
ATENDIMENTO EM PSICOTERAPIA DE GRUPO,"5,59"
ATENDIMENTO FAMILIAR EM CENTRO DE ATENCAO PSICOSSOCIAL,"0,00"
ATENDIMENTO FISIOTERAPEUTICO DE PACIENTE COM CUIDADOS PALIATIVOS,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM ALTERACOES OCULOMOTORAS PERIFERICAS,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM SEQUELAS POR QUEIMADURAS (MEDIO E GRANDE QUEIMAD,"O 4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMI,"C 6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMI,"C 4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE GRANDE QUEIMADO,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE MEDIO QUEIMADO,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NEONATO,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS CIRURGIAS UROGINECOLOGICAS,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERATORIO DE NEUROCIRURGIA,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA CARDIOVASCULAR,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES C/ DISFUNCOES UROGINECOLOGICAS,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM ALTERACOES OCULOMOTORAS CENTRAIS C/ COMPROMETI,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS COM COMPLICA,"6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS SEM COMPLICA,"4,67"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQU,"E 6,35"
ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO- ESQU,"6,35"
ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS,"4,67"
ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR,"4,67"
ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS,"4,67"
ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL,"0,00"
ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA,"2,55"
ATENDIMENTO MEDICO COM FINALIDADE DE ATESTAR OBITO,"0,00"
ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO,"11,00"
ATENDIMENTO MULTIPROFISSIONAL PARA ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,"100,00"
ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA,"13,00"
ATENDIMENTO PRE-HOSPITALAR MOVEL - SAMU 192: SUPORTE AVANCADO DE VIDA REALIZADO POR EMBARCACAO,"0,00"
ATENDIMENTO PRE-HOSPITALAR MOVEL (MOTOLANCIA),"0,00"
ATENDIMENTO PRE-HOSPITALAR MOVEL (VEICULO DE INTERVENCAO RAPIDA),"0,00"
ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE,"19,81"
ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE MEDICALIZADO,"29,73"
ATENDIMENTO PRE-HOSPITALAR MOVEL PELO SAMU 192: SALVAMENTO E RESGATE (AMBULANCIA TIPO C),"0,00"
ATENDIMENTO/ACOMPANHAMENTO EM REABILITACAO VISUAL,"12,00"
ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE-DIA - 15,"17,55"
ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPECIALIZADA,"2,70"
ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO PRIMARIA,"0,00"
ATIVIDADE EDUCATIVA EM SAUDE DO TRABALHADOR,"0,00"
ATIVIDADE EDUCATIVA PARA A POPULACAO,"0,00"
ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO,"0,00"
"ATIVIDADES EDUCATIVAS SOBRE A TEMATICA DA DENGUE,REALIZADAS PARA A POPULACAO","0,00"
"ATIVIDADES EDUCATIVAS,COM RELACAO AO CONSUMO DE SODIO, ACUCAR E GORDURAS, REALIZADAS PARA O SET","0,00"
ATORVASTATINA 10 MG (POR COMPRIMIDO),"0,00"
ATORVASTATINA 20 MG (POR COMPRIMIDO),"0,00"
ATORVASTATINA 40 MG (POR COMPRIMIDO),"0,00"
ATRIOSEPTOSTOMIA COM CATETER BALAO,"1.058,86"
AUDIO PROCESSADOR DA PROTESE AUDITIVA ANCORADA NO OSSO,"15.007,50"
AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA),"21,00"
AUDIOMETRIA EM CAMPO LIVRE,"20,13"
AUDIOMETRIA TONAL LIMIAR (VIA AEREA / OSSEA),"21,00"
AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSAVEL PELAS ATIVIDADES DE INSPECAO DE ESTA,"0,00"
AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSAVEL PELAS ATIVIDADES DE INSPECAO DE ESTA,"0,00"
AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSAVEL PELAS ATIVIDADES DE INSPECAO DE ESTA,"0,00"
AUTONOMIZACAO DE RETALHO,"31,28"
AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH),"45,51"
AVALIACAO ANTROPOMETRICA,"0,00"
AVALIACAO AUDITIVA COMPORTAMENTAL,"18,00"
AVALIACAO CINEMATICA E DE PARAMETROS LINEARES,"1,26"
"AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES","1,26"
AVALIACAO CLINICA DE DIAGNOSTICO DE DOENCAS RARAS EIXO I: 3 - ERROS INATOS DE METABOLISMO,"600,00"
AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS,"215,00"
AVALIACAO CLINICA DE MORTE ENCEFALICA EM MENOR DE 2 ANOS,"275,00"
AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL,"31,50"
AVALIACAO CLINICA PARA DIAGNOSTICO DE DOENCAS RARAS - EIXO I: 1-ANOMALIAS CONGENITAS OU DE MANIFEST,"800,00"
AVALIACAO CLINICA PARA DIAGNOSTICO DE DOENCAS RARAS - EIXO I: 2- DEFICIENCIA INTELECTUAL,"800,00"
AVALIACAO DE EQUILIBRIO ESTATICO EM PLACA DE FORCA,"1,26"
AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA,"10,00"
AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA COM TRANSDUTORES MICROPROCESSADOS,"10,00"
AVALIACAO DE LINGUAGEM ESCRITA / LEITURA,"4,11"
AVALIACAO DE LINGUAGEM ORAL,"4,11"
AVALIACAO DE MARCAPASSO,"0,00"
AVALIACAO DE MOVIMENTO (POR IMAGEM),"1,26"
AVALIACAO DE REATIVIDADE CONTRA PAINEL-CLASSE I OU CLASSE II (MINIMO 30 LINFOCITOS),"180,00"
AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL DE CLASSE I OU CLASSE II (MINIMO 30 INFOCITOS),"180,00"
AVALIACAO DO CRESCIMENTO NA PUERICULTURA,"0,00"
AVALIACAO DO DESENVOLVIMENTO DA CRIANCA NA PUERICULTURA,"0,00"
AVALIACAO DO ESTAGIO DE MATURACAO SEXUAL,"0,00"
AVALIACAO DO POSSIVEL DOADOR FALECIDO DE ORGAOS OU TECIDOS PARA TRANSPLANTES,"215,00"
AVALIACAO E SELECAO PRE-CIRURGICA PARA IMPLANTE COCLEAR,"46,56"
AVALIACAO E SELECAO PRE-CIRURGICA PARA PROTESE AUDITIVA ANCORADA NO OSSO,"46,56"
AVALIACAO FUNCIONAL MUSCULAR,"1,26"
AVALIACAO MIOFUNCIONAL DE SISTEMA ESTOMATOGNATICO,"4,11"
AVALIACAO MULTIDIMENSIONAL DA PESSOA IDOSA,"0,00"
AVALIACAO MULTIPROFISSIONAL EM DEFICIENCIA VISUAL,"24,68"
AVALIACAO P/ DIAGNOSTICO DE DEFICIENCIA AUDITIVA,"24,75"
AVALIACAO P/ DIAGNOSTICO DIFERENCIAL DE DEFICIENCIA AUDITIVA,"46,56"
AVALIACAO URODINAMICA COMPLETA,"7,62"
AVALIACAO VOCAL,"4,11"
AZATIOPRINA 50 MG (POR COMPRIMIDO),"0,00"
BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE),"4,20"
BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),"4,20"
BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),"4,20"
BACTERIOSCOPIA (GRAM),"2,80"
BAINHA P/ PUNCAO TRANSEPTAL,"324,51"
BALAO DESTACAVEL,"788,56"
BANDAGEM DA ARTERIA PULMONAR,"5.629,58"
BANDAGEM DA ARTERIA PULMONAR (CRIANCA E ADOLESCENTE),"12.246,65"
BARRA SACRAL,"70,00"
BARREIRAS PROTETORAS DE PELE SINTETICA E/OU MISTA EM FORMA DE PO / PASTA E/OU PLACA,"17,50"
BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA) P/ TRANSPLANTE,"2.581,87"
BENGALA ARTICULADA,"45,00"
BENGALA CANADENSE REGULAVEL EM ALTURA (PAR),"79,95"
BENGALA DE 4 PONTAS,"49,90"
BETAINTERFERONA 1A 12.000.000 UI (44 MCG) INJETAVEL (POR SERINGA PREENCHIDA),"0,00"
BETAINTERFERONA 1A 6.000.000 UI (22 MCG) INJETAVEL (POR SERINGA PREENCHIDA),"0,00"
"BETAINTERFERONA 1A 6.000.000 UI (30 MCG) INJETAVEL (POR FRASCO-AMPOLA, SERINGA PREENCHIDA OU CANETA","0,00"
BETAINTERFERONA 1B 9.600.000 UI (300MCG) INJETAVEL (POR FRASCO-AMPOLA),"0,00"
BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRACAO LENTA),"0,00"
"BIMATOPROSTA 0,3 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 3 ML)","0,00"
BIOMETRIA ULTRASSONICA (MONOCULAR),"24,24"
BIOMICROSCOPIA DE FUNDO DE OLHO,"12,34"
BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,"14,10"
BIOPSIA CIRURGICA DE TIREOIDE,"200,56"
BIOPSIA DE ANUS E CANAL ANAL,"18,46"
BIOPSIA DE BACO POR PUNCAO / ASPIRACAO,"0,00"
BIOPSIA DE BEXIGA,"41,68"
BIOPSIA DE BOLSA ESCROTAL,"18,33"
BIOPSIA DE CONDUTO AUDITIVO EXTERNO,"19,06"
BIOPSIA DE CONJUNTIVA,"31,10"
BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL),"46,19"
BIOPSIA DE CORNEA,"68,62"
BIOPSIA DE CORPO VERTEBRAL A CEU ABERTO,"812,46"
BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO),"278,61"
BIOPSIA DE ENDOCARDIO / MIOCARDIO,"709,26"
BIOPSIA DE ENDOMETRIO,"18,33"
BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA,"85,69"
BIOPSIA DE EPIDIDIMO,"46,19"
BIOPSIA DE ESCLERA,"68,62"
BIOPSIA DE FARINGE/LARINGE,"19,06"
BIOPSIA DE FIGADO EM CUNHA / FRAGMENTO,"197,59"
BIOPSIA DE FIGADO POR PUNCAO,"71,15"
BIOPSIA DE GANGLIO LINFATICO,"46,19"
BIOPSIA DE GLANDULA SALIVAR,"31,27"
"BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR","199,21"
BIOPSIA DE LAMINA PEDICULO E PROCESSOS VERTEBRAIS (A CEU ABERTO),"287,48"
BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),"114,36"
BIOPSIA DE MEDULA OSSEA,"200,00"
BIOPSIA DE MUSCULO (A CEU ABERTO),"18,33"
BIOPSIA DE NERVO,"30,06"
BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO),"182,75"
BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO),"183,39"
BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),"188,78"
BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),"188,26"
BIOPSIA DE OSSO DO CRANIO E DA FACE,"23,99"
BIOPSIA DE PALPEBRA,"18,33"
BIOPSIA DE PAVILHAO AURICULAR,"14,66"
BIOPSIA DE PELE E PARTES MOLES,"25,83"
BIOPSIA DE PENIS,"18,33"
BIOPSIA DE PIRAMIDE NASAL,"18,33"
BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),"113,68"
BIOPSIA DE PROSTATA,"92,38"
BIOPSIA DE PULMAO POR ASPIRACAO,"0,00"
BIOPSIA DE RIM POR PUNCAO,"46,19"
BIOPSIA DE SEIO PARANASAL,"18,33"
BIOPSIA DE SINOVIA,"30,06"
BIOPSIA DE TESTICULO,"46,19"
BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,"23,73"
BIOPSIA DE TUMOR INTRA OCULAR,"75,60"
BIOPSIA DE URETER,"46,19"
BIOPSIA DE URETRA,"46,19"
BIOPSIA DO COLO UTERINO,"18,33"
BIOPSIA DOS TECIDOS MOLES DA BOCA,"21,56"
BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO,"35,00"
BIOPSIA ESTEREOTAXICA,"1.744,53"
BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA,"M 97,00"
BIOPSIA PRE-ESCALENICA,"178,23"
BIOPSIA/EXERESE DE NODULO DE MAMA,"70,00"
BIOPSIA/PUNCAO DE VAGINA,"18,33"
BIOPSIA/PUNCAO DE VULVA,"18,33"
BIOPSIAS MULTIPLAS INTRA-ABDOMINAIS EM ONCOLOGIA,"4.551,80"
"BIOTINA 2,5 MG CAPSULA","0,00"
BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO,"564,29"
BOLSA COLETORA P/ UROSTOMIZADOS,"12,00"
BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL,"9,00"
BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO,"7,30"
BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CIRCULACAO EXTRACORPOREA E/OU CIRCULACAO ASSISTIDA,"729,56"
BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL,"11.500,00"
BOSENTANA 125MG (POR COMRIMIDO REVESTIDO),"8,83"
"BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)","8,83"
BRAQUITERAPIA DE PROSTATA,"5.838,00"
BRAQUITERAPIA GINECOLOGICA,"4.150,00"
BRAQUITERAPIA OFTALMICA,"9.500,00"
"BRIMONIDINA 2,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)","0,00"
BRINZOLAMIDA 10 MG/ML SUSPENSAO OFTALMICA (POR FRASCO DE 5 ML),"0,00"
"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)","1,93"
BRONCOGRAFIA UNILATERAL,"110,41"
BRONCOSCOPIA (BRONCOFIBROSCOPIA),"36,02"
BRONCOTOMIA E/OU BRONCORRAFIA,"1.887,08"
BUDESONIDA 200 MCG (POR CAPSULA INALANTE),"0,00"
BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES),"0,00"
BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 200 DOSES),"0,00"
BUDESONIDA 400 MCG (POR CAPSULA INALANTE),"0,00"
BULECTOMIA UNI OU BILATERAL,"1.260,27"
BURSECTOMIA,"28,42"
BUSCA ATIVA,"0,00"
"CABERGOLINA 0,5 MG (POR COMPRIMIDO)","47,62"
"CABERGOLINA 0,5 MG (POR COMPRIMIDO)","0,00"
CADASTRO DE ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA,"0,00"
CADASTRO DE HOSPITAIS,"0,00"
CADASTRO DE INDUSTRIAS DE INSUMOS FARMACEUTICOS,"0,00"
CADASTRO DE INDUSTRIAS DE MEDICAMENTOS,"0,00"
CADASTRO DE INDUSTRIAS DE PRODUTOS PARA SAUDE,"0,00"
CADASTRO DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS,"0,00"
CADASTRO DE SERVICOS DE ALIMENTACAO,"0,00"
CADASTRO DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAMA,"0,00"
CADASTRO DE SERVICOS DE HEMOTERAPIA,"0,00"
CADASTRO DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA,"0,00"
CADASTRO DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA,"0,00"
CADEIRA DE RODAS (ACIMA 90KG),"1.649,00"
CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRAO),"571,90"
CADEIRA DE RODAS MONOBLOCO,"900,00"
CADEIRA DE RODAS MOTORIZADA ADULTO OU INFANTIL,"4.999,00"
CADEIRA DE RODAS PARA BANHO COM ARO DE PROPULSAO,"450,00"
CADEIRA DE RODAS PARA BANHO COM ASSENTO SANITARIO,"230,00"
CADEIRA DE RODAS PARA BANHO COM ENCOSTO RECLINAVEL,"1.139,00"
CADEIRA DE RODAS PARA BANHO EM CONCHA INFANTIL,"739,00"
CADEIRA DE RODAS PARA TETRAPLEGICO - TIPO PADRAO,"1.170,00"
CALCADOS ANATOMICOS COM PALMILHAS PARA PES NEUROPATICOS (PAR),"419,20"
CALCADOS ORTOPEDICOS CONFECCIONADOS SOB MEDIDA ATE NUMERO 45 (PAR),"170,30"
CALCADOS ORTOPEDICOS PRE-FABRICADOS COM PALMILHAS ATE NUMERO 45 (PAR),"99,75"
CALCADOS SOB MEDIDA P/ COMPENSACAO DE DISCREPANCIA DE MEMBROS INFERIORES A PARTIR DO NUMERO 34,"299,00"
CALCADOS SOB MEDIDA PARA COMPENSACAO DE ENCURTAMENTO ATE NUMERO 33 (PAR),"239,40"
CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G),"0,00"
CALCITONINA 100 UI INJETAVEL (POR AMPOLA),"0,00"
CALCITONINA 200 UI/DOSE SPRAY NASAL (POR FRASCO),"0,00"
CALCITONINA 50 UI INJETAVEL (POR AMPOLA),"0,00"
"CALCITRIOL 0,25 MCG (POR CAPSULA)","0,00"
"CALCITRIOL 1,0 MCG INJETAVEL (POR AMPOLA)","0,00"
CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRAFICO,"40,00"
CANULA P/ TRAQUEOSTOMIA S/ BALAO,"8,93"
CAPEAMENTO PULPAR,"0,00"
CAPILAROSCOPIA,"28,42"
CAPSULECTOMIA POSTERIOR CIRURGICA,"180,45"
CAPSULECTOMIA RENAL,"705,86"
CAPSULOTOMIA A YAG LASER,"78,75"
